UnderwritingID,QuoteID,UnderwriterID,UnderwritingDate,RiskScore,Premium,PremiumRange,UnderwritingDecision,IndiaEligibleFlag,ReferredToAustraliaFlag,ReferralReasonID,AustralianUnderwriterDecision,ReferralTurnaroundHours,UnderwritingTurnaroundHours,QSTBDate,FinalPremium,QuoteValidityDays,CommunicationStatus
UW000174,Q017487,E0009,2025-04-18,68.3,39074.14,"$25,000-$49,999",Approved,False,True,REF10,Approved with Conditions,28.32,8.36,2025-04-20,39074.14,30.0,Sent
UW000175,Q023773,E0002,2025-08-20,77.0,37662.21,"$25,000-$49,999",Approved,False,True,REF04,Approved with Conditions,32.28,2.27,2025-08-21,37662.21,21.0,Sent
UW000176,Q029991,E0048,2025-11-21,52.0,1833.81,"$1,000-$2,499",Approved,False,True,REF05,Approved,16.19,12.24,2025-11-22,1833.81,21.0,No Response
UW000177,Q036050,E0017,2026-03-09,43.7,1974.91,"$1,000-$2,499",Approved,True,False,,,,6.22,2026-03-09,1974.91,30.0,Sent
UW000178,Q026653,E0011,2025-10-18,58.7,25352.06,"$25,000-$49,999",Approved,True,False,,,,3.72,2025-10-18,25352.06,21.0,Acknowledged
UW000179,Q003349,E0034,2024-08-17,79.1,29240.75,"$25,000-$49,999",Approved,False,True,REF11,Approved,12.28,24.4,2024-08-19,29240.75,14.0,Acknowledged
UW000180,Q007600,E0047,2024-11-17,60.3,17406.96,"$10,000-$24,999",Approved,True,False,,,,16.99,2024-11-18,17406.96,30.0,Acknowledged
UW000181,Q010517,E0014,2024-12-14,38.2,1990.31,"$1,000-$2,499",Approved,True,False,,,,17.12,2024-12-15,1990.31,21.0,Acknowledged
UW000182,Q033797,E0047,2026-01-12,78.3,28877.75,"$25,000-$49,999",Approved,False,True,REF05,Approved,26.64,11.61,2026-01-13,28877.75,30.0,No Response
UW000183,Q030103,E0017,2025-11-22,61.9,30194.83,"$25,000-$49,999",Approved,True,False,,,,11.22,2025-11-22,30194.83,45.0,Sent
UW000184,Q022434,E0040,2025-07-29,50.5,1898.05,"$1,000-$2,499",Approved,True,False,,,,13.73,2025-07-29,1898.05,30.0,Sent
UW000185,Q040093,E0024,2026-05-26,66.9,30914.84,"$25,000-$49,999",Approved,True,False,,,,6.4,2026-05-26,30914.84,14.0,Sent
UW000186,Q022582,E0046,2025-07-13,45.5,4646.12,"$2,500-$4,999",Approved,True,False,,,,9.89,2025-07-13,4646.12,21.0,Acknowledged
UW000187,Q038484,E0007,2026-04-14,67.2,36240.46,"$25,000-$49,999",Approved,False,True,REF02,Approved,14.43,5.91,2026-04-15,36240.46,14.0,Acknowledged
UW000188,Q008586,E0004,2024-11-29,51.6,3413.83,"$2,500-$4,999",Approved,True,False,,,,5.88,2024-11-29,3413.83,45.0,Sent
UW000189,Q003906,E0040,2024-09-02,64.6,2015.69,"$1,000-$2,499",Approved,False,True,REF04,Approved with Conditions,28.24,6.39,2024-09-04,2015.69,30.0,Acknowledged
UW000190,Q026240,E0024,2025-10-13,53.2,4619.65,"$2,500-$4,999",Approved,True,False,,,,7.86,2025-10-14,4619.65,45.0,Acknowledged
UW000191,Q021056,E0011,2025-06-30,46.7,18914.01,"$10,000-$24,999",Approved,True,False,,,,6.16,2025-06-30,18914.01,14.0,Acknowledged
UW000192,Q033002,E0044,2026-01-10,55.4,1314.08,"$1,000-$2,499",Approved,True,False,,,,3.88,2026-01-10,1314.08,21.0,Acknowledged
UW000193,Q006745,E0047,2024-10-30,64.7,9200.01,"$5,000-$9,999",Approved,True,False,,,,14.84,2024-10-30,9200.01,30.0,Acknowledged
UW000194,Q018298,E0040,2025-05-30,43.7,2123.72,"$1,000-$2,499",Approved,False,True,REF04,Approved,23.7,8.38,2025-05-31,2123.72,30.0,Sent
UW000195,Q028935,E0014,2025-11-04,55.7,3040.69,"$2,500-$4,999",Approved,True,False,,,,17.98,2025-11-04,3040.69,45.0,Sent
UW000196,Q027059,E0034,2025-10-01,73.3,15202.03,"$10,000-$24,999",Approved,True,False,,,,6.59,2025-10-01,15202.03,45.0,Acknowledged
UW000197,Q031610,E0014,2025-12-14,49.8,3685.56,"$2,500-$4,999",Approved,True,False,,,,11.33,2025-12-15,3685.56,30.0,Acknowledged
UW000198,Q004744,E0049,2024-09-16,36.7,1646.4,"$1,000-$2,499",Approved,True,False,,,,9.56,2024-09-16,1646.4,45.0,Acknowledged
UW000199,Q018635,E0048,2025-05-22,83.6,24799.66,"$10,000-$24,999",Approved,False,True,REF12,Approved,25.55,8.09,2025-05-23,24799.66,45.0,Sent
UW000200,Q024484,E0009,2025-09-22,71.7,40905.72,"$25,000-$49,999",Approved,True,False,,,,1.84,2025-09-22,40905.72,14.0,Sent
UW000201,Q028640,E0040,2025-11-22,67.2,85423.9,"$50,000+",Approved,False,True,REF11,Approved,27.72,12.69,2025-11-24,85423.9,14.0,Acknowledged
UW000202,Q010372,E0009,2024-12-14,68.6,33853.67,"$25,000-$49,999",Approved,False,True,REF10,Approved with Conditions,31.26,28.59,2024-12-16,33853.67,21.0,Sent
UW000203,Q004472,E0007,2024-09-19,71.0,30371.76,"$25,000-$49,999",Approved,False,True,REF03,Approved with Conditions,38.71,21.83,2024-09-22,30371.76,30.0,Acknowledged
UW000204,Q027784,E0002,2025-10-28,37.3,1593.8,"$1,000-$2,499",Approved,True,False,,,,11.23,2025-10-29,1593.8,45.0,Acknowledged
UW000205,Q034002,E0046,2026-02-23,63.6,42176.36,"$25,000-$49,999",Approved,False,True,REF03,Approved,7.9,11.96,2026-02-24,42176.36,30.0,No Response
UW000206,Q041139,E0040,2026-05-25,80.6,52720.21,"$50,000+",Approved,False,True,REF12,Approved with Conditions,28.61,33.64,2026-05-27,52720.21,30.0,No Response
UW000207,Q016240,E0048,2025-03-28,44.1,6645.32,"$5,000-$9,999",Approved,False,True,REF02,Approved,29.21,3.55,2025-03-29,6645.32,14.0,No Response
UW000208,Q024617,E0049,2025-09-16,72.1,44680.99,"$25,000-$49,999",Approved,False,True,REF07,Approved with Conditions,25.64,12.17,2025-09-17,44680.99,30.0,Acknowledged
UW000209,Q020511,E0047,2025-06-28,52.4,3947.89,"$2,500-$4,999",Approved,True,False,,,,10.33,2025-06-28,3947.89,21.0,Acknowledged
UW000210,Q022236,E0017,2025-07-11,41.4,1732.92,"$1,000-$2,499",Approved,True,False,,,,17.76,2025-07-12,1732.92,45.0,Sent
UW000211,Q037261,E0009,2026-04-01,64.3,20352.68,"$10,000-$24,999",Approved,True,False,,,,7.97,2026-04-01,20352.68,21.0,Sent
UW000212,Q001134,E0040,2024-06-25,46.6,2671.53,"$2,500-$4,999",Approved,True,False,,,,8.81,2024-06-25,2671.53,21.0,Sent
UW000213,Q012159,E0047,2025-01-14,58.2,22825.56,"$10,000-$24,999",Approved,True,False,,,,30.76,2025-01-16,22825.56,45.0,Sent
UW000214,Q032734,E0014,2026-01-18,57.2,25158.35,"$25,000-$49,999",Approved,True,False,,,,15.07,2026-01-18,25158.35,14.0,Acknowledged
UW000215,Q031248,E0008,2025-12-15,69.8,20208.52,"$10,000-$24,999",Approved,False,True,REF04,Approved,16.89,8.65,2025-12-16,20208.52,14.0,Sent
UW000216,Q036395,E0044,2026-03-30,48.3,2520.87,"$2,500-$4,999",Approved,True,False,,,,3.83,2026-03-30,2520.87,14.0,Sent
UW000217,Q019960,E0048,2025-05-17,48.2,12734.19,"$10,000-$24,999",Approved,True,False,,,,7.13,2025-05-17,12734.19,30.0,Acknowledged
UW000218,Q029600,E0007,2025-11-27,59.8,19421.57,"$10,000-$24,999",Approved,True,False,,,,2.73,2025-11-27,19421.57,30.0,Acknowledged
UW000219,Q021147,E0014,2025-06-19,55.1,3833.16,"$2,500-$4,999",Approved,True,False,,,,5.9,2025-06-20,3833.16,14.0,Acknowledged
UW000220,Q039824,E0040,2026-04-16,39.0,2462.31,"$1,000-$2,499",Approved,True,False,,,,12.14,2026-04-16,2462.31,45.0,Sent
UW000221,Q008770,E0047,2024-11-02,38.7,1409.27,"$1,000-$2,499",Approved,True,False,,,,19.59,2024-11-03,1409.27,14.0,No Response
UW000222,Q036607,E0046,2026-03-27,40.4,2187.03,"$1,000-$2,499",Approved,True,False,,,,13.18,2026-03-27,2187.03,45.0,Acknowledged
UW000223,Q009349,E0014,2024-12-08,82.5,12664.05,"$10,000-$24,999",Approved,False,True,REF10,Approved,76.67,14.42,2024-12-12,12664.05,21.0,Sent
UW000224,Q009011,E0048,2024-12-23,61.2,13752.7,"$10,000-$24,999",Approved,False,True,REF05,Approved,29.89,2.68,2024-12-24,13752.7,14.0,Sent
UW000225,Q036433,E0004,2026-03-08,77.6,20141.09,"$10,000-$24,999",Approved,True,False,,,,43.78,2026-03-10,20141.09,30.0,Acknowledged
UW000226,Q005157,E0034,2024-10-21,41.8,2064.04,"$1,000-$2,499",Approved,True,False,,,,4.06,2024-10-21,2064.04,14.0,Acknowledged
UW000227,Q036255,E0004,2026-03-25,72.2,32716.43,"$25,000-$49,999",Approved,False,True,REF06,Approved with Conditions,8.69,9.62,2026-03-26,32716.43,45.0,Sent
UW000228,Q008914,E0004,2024-12-04,84.8,31845.54,"$25,000-$49,999",Approved,False,True,REF04,Approved,69.17,14.1,2024-12-07,31845.54,30.0,Acknowledged
UW000229,Q021120,E0034,2025-06-24,53.4,3656.3,"$2,500-$4,999",Approved,True,False,,,,23.74,2025-06-25,3656.3,45.0,Sent
UW000230,Q008624,E0040,2024-11-11,38.6,1479.96,"$1,000-$2,499",Approved,True,False,,,,11.49,2024-11-11,1479.96,21.0,Sent
UW000231,Q010595,E0047,2024-12-28,54.7,37259.06,"$25,000-$49,999",Approved,True,False,,,,8.85,2024-12-28,37259.06,14.0,Acknowledged
UW000232,Q000859,E0046,2024-06-13,44.9,3221.77,"$2,500-$4,999",Approved,True,False,,,,12.22,2024-06-14,3221.77,30.0,Acknowledged
UW000233,Q040486,E0024,2026-05-16,33.9,1226.86,"$1,000-$2,499",Approved,True,False,,,,11.07,2026-05-17,1226.86,14.0,Sent
UW000234,Q004596,E0009,2024-09-06,81.1,47346.07,"$25,000-$49,999",Approved,False,True,REF09,Approved,12.1,6.86,2024-09-07,47346.07,45.0,No Response
UW000235,Q021091,E0044,2025-06-17,39.3,1450.31,"$1,000-$2,499",Approved,True,False,,,,5.71,2025-06-17,1450.31,21.0,Acknowledged
UW000236,Q006972,E0008,2024-11-27,44.1,2053.23,"$1,000-$2,499",Approved,True,False,,,,4.62,2024-11-27,2053.23,30.0,Sent
UW000237,Q038530,E0002,2026-04-11,55.4,12735.17,"$10,000-$24,999",Approved,True,False,,,,21.0,2026-04-11,12735.17,30.0,Acknowledged
UW000238,Q011792,E0049,2025-01-16,55.8,2023.44,"$1,000-$2,499",Approved,True,False,,,,3.47,2025-01-16,2023.44,21.0,Sent
UW000239,Q013228,E0047,2025-02-07,70.4,25869.96,"$25,000-$49,999",Approved,True,False,,,,16.82,2025-02-08,25869.96,30.0,No Response
UW000240,Q001137,E0048,2024-06-05,46.2,3120.18,"$2,500-$4,999",Declined,True,False,,,,30.37,,,,N/A
UW000241,Q006930,E0007,2024-11-06,65.5,50314.06,"$50,000+",Approved,False,True,REF11,Approved,114.94,8.4,2024-11-11,50314.06,21.0,Sent
UW000242,Q000350,E0002,2024-06-05,57.7,2649.04,"$2,500-$4,999",Approved,True,False,,,,22.28,2024-06-06,2649.04,21.0,Sent
UW000243,Q000962,E0004,2024-06-15,47.7,2345.43,"$1,000-$2,499",Approved,True,False,,,,5.92,2024-06-15,2345.43,30.0,Sent
UW000244,Q003794,E0004,2024-09-29,55.1,53480.81,"$50,000+",Approved,True,False,,,,27.05,2024-10-01,53480.81,14.0,Acknowledged
UW000245,Q024558,E0017,2025-09-02,65.9,19664.07,"$10,000-$24,999",Approved,False,True,REF09,Approved,35.24,5.58,2025-09-04,19664.07,30.0,Sent
UW000246,Q005808,E0049,2024-10-05,57.5,3716.55,"$2,500-$4,999",Approved,True,False,,,,21.18,2024-10-06,3716.55,30.0,Acknowledged
UW000247,Q027757,E0007,2025-10-31,65.8,42062.59,"$25,000-$49,999",Approved,False,True,REF09,Approved,7.37,11.25,2025-11-01,42062.59,45.0,Acknowledged
UW000248,Q016597,E0047,2025-04-23,79.4,44558.04,"$25,000-$49,999",Approved,False,True,REF07,Approved,29.87,25.89,2025-04-25,44558.04,45.0,Sent
UW000249,Q002013,E0007,2024-07-07,41.3,2464.5,"$1,000-$2,499",Approved,True,False,,,,22.18,2024-07-08,2464.5,21.0,Acknowledged
UW000250,Q040892,E0044,2026-05-22,54.6,1169.06,"$1,000-$2,499",Approved,True,False,,,,3.36,2026-05-22,1169.06,14.0,Sent
UW000251,Q037733,E0024,2026-03-22,78.5,43508.57,"$25,000-$49,999",Approved,False,True,REF02,Approved,20.89,20.29,2026-03-23,43508.57,21.0,Sent
UW000252,Q019938,E0024,2025-05-22,50.7,2375.48,"$1,000-$2,499",Approved,True,False,,,,12.24,2025-05-22,2375.48,45.0,Acknowledged
UW000253,Q002931,E0008,2024-08-27,54.8,4562.85,"$2,500-$4,999",Approved,True,False,,,,36.02,2024-08-28,4562.85,30.0,No Response
UW000254,Q012562,E0014,2025-01-24,79.6,23196.52,"$10,000-$24,999",Approved,False,True,REF01,Approved,13.45,12.8,2025-01-25,23196.52,21.0,Acknowledged
UW000255,Q019689,E0009,2025-05-27,68.7,20903.81,"$10,000-$24,999",Approved,False,True,REF09,Approved,5.55,3.63,2025-05-27,20903.81,21.0,Acknowledged
UW000256,Q010929,E0004,2024-12-03,70.6,28639.7,"$25,000-$49,999",Approved,False,True,REF08,Approved with Conditions,45.49,23.27,2024-12-05,28639.7,21.0,Acknowledged
UW000257,Q038091,E0004,2026-04-05,69.8,23653.51,"$10,000-$24,999",Approved,False,True,REF07,Approved,31.19,14.25,2026-04-07,23653.51,30.0,Sent
UW000258,Q033580,E0024,2026-01-26,42.4,1664.08,"$1,000-$2,499",Approved,True,False,,,,12.14,2026-01-26,1664.08,21.0,Sent
UW000259,Q029314,E0004,2025-11-08,77.9,30568.73,"$25,000-$49,999",Approved,False,True,REF08,Approved,23.07,4.53,2025-11-09,30568.73,30.0,Acknowledged
UW000260,Q026029,E0024,2025-10-22,51.7,2344.92,"$1,000-$2,499",Approved,True,False,,,,7.21,2025-10-22,2344.92,30.0,Sent
UW000261,Q010623,E0034,2024-12-04,62.3,20934.06,"$10,000-$24,999",Approved,True,False,,,,4.67,2024-12-04,20934.06,30.0,Sent
UW000262,Q006108,E0044,2024-10-21,70.7,13563.59,"$10,000-$24,999",Approved,False,True,REF04,Approved,38.35,11.46,2024-10-23,13563.59,14.0,No Response
UW000263,Q030110,E0034,2025-11-08,76.0,41918.19,"$25,000-$49,999",Approved,False,True,REF10,Approved,37.44,6.09,2025-11-10,41918.19,14.0,Sent
UW000264,Q014103,E0049,2025-02-23,82.6,37344.72,"$25,000-$49,999",Approved,False,True,REF09,Approved,21.52,19.08,2025-02-24,37344.72,45.0,Sent
UW000265,Q035557,E0048,2026-02-22,38.3,1291.68,"$1,000-$2,499",Approved,True,False,,,,11.98,2026-02-22,1291.68,45.0,Acknowledged
UW000266,Q009481,E0046,2024-12-17,80.4,90076.68,"$50,000+",Referred,False,True,REF02,Declined,18.72,20.16,2024-12-19,90076.68,21.0,Acknowledged
UW000267,Q017231,E0007,2025-04-25,67.7,5036.14,"$5,000-$9,999",Approved,True,False,,,,14.12,2025-04-26,5036.14,45.0,Sent
UW000268,Q034903,E0047,2026-02-23,48.1,4891.59,"$2,500-$4,999",Approved,True,False,,,,4.31,2026-02-23,4891.59,14.0,Acknowledged
UW000269,Q023133,E0007,2025-08-22,65.1,3274.91,"$2,500-$4,999",Approved,True,False,,,,9.81,2025-08-22,3274.91,30.0,Acknowledged
UW000270,Q030708,E0024,2026-01-01,61.0,2071.98,"$1,000-$2,499",Approved,True,False,,,,6.49,2026-01-01,2071.98,14.0,No Response
UW000271,Q030331,E0040,2025-12-01,69.7,29707.57,"$25,000-$49,999",Approved,True,False,,,,13.36,2025-12-02,29707.57,45.0,Acknowledged
UW000272,Q014310,E0024,2025-02-12,75.2,15825.17,"$10,000-$24,999",Referred,False,True,REF08,Declined,25.97,4.43,2025-02-14,15825.17,30.0,Acknowledged
UW000273,Q006953,E0009,2024-11-07,53.2,10370.52,"$10,000-$24,999",Approved,True,False,,,,6.59,2024-11-08,10370.52,14.0,Acknowledged
UW000274,Q030043,E0040,2025-11-22,46.2,1472.12,"$1,000-$2,499",Approved,True,False,,,,23.62,2025-11-23,1472.12,14.0,Sent
UW000275,Q032975,E0014,2026-01-29,49.4,14869.01,"$10,000-$24,999",Approved,False,True,REF09,Approved,8.21,27.11,2026-01-31,14869.01,30.0,Sent
UW000276,Q030861,E0002,2025-12-07,74.6,39628.32,"$25,000-$49,999",Approved,False,True,REF03,Approved,54.08,3.67,2025-12-09,39628.32,14.0,Acknowledged
UW000277,Q009624,E0009,2024-12-26,52.2,4832.12,"$2,500-$4,999",Approved,True,False,,,,2.83,2024-12-26,4832.12,14.0,Sent
UW000278,Q024893,E0040,2025-09-14,47.2,2777.25,"$2,500-$4,999",Approved,True,False,,,,8.53,2025-09-14,2777.25,21.0,Sent
UW000279,Q030181,E0034,2025-11-25,54.3,2643.1,"$2,500-$4,999",Approved,True,False,,,,20.97,2025-11-26,2643.1,30.0,Sent
UW000280,Q015197,E0049,2025-03-29,84.7,39605.71,"$25,000-$49,999",Approved,False,True,REF10,Approved,24.23,9.24,2025-03-31,39605.71,30.0,No Response
UW000281,Q035526,E0048,2026-02-28,54.7,2989.95,"$2,500-$4,999",Approved,True,False,,,,18.22,2026-03-01,2989.95,21.0,Sent
UW000282,Q015775,E0046,2025-03-14,50.9,2523.78,"$2,500-$4,999",Approved,False,True,REF02,Approved with Conditions,57.14,6.76,2025-03-17,2523.78,14.0,Acknowledged
UW000283,Q017825,E0034,2025-04-16,41.8,2337.23,"$1,000-$2,499",Approved,True,False,,,,4.64,2025-04-16,2337.23,45.0,Sent
UW000284,Q017372,E0046,2025-04-26,66.9,1862.69,"$1,000-$2,499",Approved,True,False,,,,10.56,2025-04-26,1862.69,30.0,Acknowledged
UW000285,Q008241,E0014,2024-11-09,62.3,23304.95,"$10,000-$24,999",Approved,True,False,,,,30.67,2024-11-10,23304.95,21.0,Sent
UW000286,Q001975,E0024,2024-07-09,56.7,2960.15,"$2,500-$4,999",Approved,True,False,,,,4.83,2024-07-09,2960.15,45.0,Sent
UW000287,Q011922,E0034,2025-01-09,50.8,1882.97,"$1,000-$2,499",Approved,True,False,,,,5.42,2025-01-09,1882.97,30.0,Sent
UW000288,Q022986,E0017,2025-08-02,38.6,1342.9,"$1,000-$2,499",Approved,True,False,,,,8.33,2025-08-02,1342.9,21.0,Acknowledged
UW000289,Q041507,E0007,2026-05-01,48.5,3975.05,"$2,500-$4,999",Approved,True,False,,,,6.14,2026-05-02,3975.05,30.0,Sent
UW000290,Q014069,E0034,2025-02-23,41.1,1876.09,"$1,000-$2,499",Approved,True,False,,,,18.74,2025-02-24,1876.09,30.0,Acknowledged
UW000291,Q022508,E0009,2025-07-14,55.8,3454.79,"$2,500-$4,999",Approved,False,True,REF03,Approved with Conditions,22.3,17.91,2025-07-16,3454.79,14.0,Acknowledged
UW000292,Q003587,E0040,2024-09-26,41.1,2505.11,"$2,500-$4,999",Approved,True,False,,,,11.35,2024-09-26,2505.11,21.0,Acknowledged
UW000293,Q023020,E0047,2025-08-03,83.2,42936.78,"$25,000-$49,999",Approved,False,True,REF08,Approved,30.38,10.94,2025-08-05,42936.78,45.0,Sent
UW000294,Q016482,E0049,2025-04-11,62.9,52958.28,"$50,000+",Approved,True,False,,,,1.02,2025-04-11,52958.28,21.0,Acknowledged
UW000295,Q007809,E0044,2024-11-02,34.4,1958.39,"$1,000-$2,499",Approved,True,False,,,,15.42,2024-11-02,1958.39,30.0,Acknowledged
UW000296,Q014555,E0024,2025-02-14,58.6,2134.03,"$1,000-$2,499",Approved,True,False,,,,9.78,2025-02-14,2134.03,21.0,Sent
UW000297,Q031252,E0049,2025-12-21,58.9,14155.78,"$10,000-$24,999",Approved,False,True,REF07,Approved with Conditions,22.17,19.48,2025-12-23,14155.78,30.0,Acknowledged
UW000298,Q014572,E0017,2025-03-04,71.3,12791.0,"$10,000-$24,999",Approved,True,False,,,,6.34,2025-03-04,12791.0,14.0,Acknowledged
UW000299,Q013997,E0046,2025-02-16,52.4,1551.2,"$1,000-$2,499",Approved,False,True,REF04,Approved,10.68,24.04,2025-02-17,1551.2,21.0,Sent
UW000300,Q031821,E0007,2025-12-12,49.1,1397.3,"$1,000-$2,499",Approved,False,True,REF09,Approved,7.86,10.07,2025-12-13,1397.3,14.0,Sent
UW000301,Q012352,E0048,2025-01-13,51.9,3668.57,"$2,500-$4,999",Approved,True,False,,,,14.29,2025-01-13,3668.57,14.0,Sent
UW000302,Q008122,E0034,2024-11-18,47.3,2923.55,"$2,500-$4,999",Approved,True,False,,,,14.29,2024-11-19,2923.55,30.0,Sent
UW000303,Q024246,E0017,2025-09-02,51.1,3371.62,"$2,500-$4,999",Approved,True,False,,,,11.23,2025-09-03,3371.62,30.0,Sent
UW000304,Q037221,E0004,2026-03-02,83.6,16248.23,"$10,000-$24,999",Approved,False,True,REF03,Approved with Conditions,29.16,10.06,2026-03-03,16248.23,14.0,Sent
UW000305,Q020310,E0011,2025-06-24,43.7,2426.08,"$1,000-$2,499",Approved,True,False,,,,9.65,2025-06-24,2426.08,14.0,Sent
UW000306,Q000332,E0044,2024-06-17,72.4,17230.15,"$10,000-$24,999",Approved,False,True,REF06,Approved with Conditions,37.63,9.43,2024-06-19,17230.15,30.0,No Response
UW000307,Q030981,E0014,2025-12-24,55.9,27661.25,"$25,000-$49,999",Approved,True,False,,,,28.59,2025-12-25,27661.25,30.0,Sent
UW000308,Q003458,E0047,2024-08-17,63.3,26900.82,"$25,000-$49,999",Approved,False,True,REF08,Approved,57.91,39.84,2024-08-22,26900.82,45.0,Acknowledged
UW000309,Q013479,E0044,2025-02-15,63.3,5641.06,"$5,000-$9,999",Approved,True,False,,,,5.05,2025-02-15,5641.06,14.0,Sent
UW000310,Q000318,E0024,2024-06-06,43.8,2227.7,"$1,000-$2,499",Approved,True,False,,,,17.09,2024-06-06,2227.7,30.0,Sent
UW000311,Q021396,E0004,2025-07-08,41.2,3215.83,"$2,500-$4,999",Approved,True,False,,,,15.0,2025-07-09,3215.83,14.0,Sent
UW000312,Q007523,E0004,2024-11-30,66.7,4805.08,"$2,500-$4,999",Approved,False,True,REF09,Approved with Conditions,25.34,12.18,2024-12-02,4805.08,45.0,Sent
UW000313,Q006645,E0017,2024-10-24,55.2,3818.21,"$2,500-$4,999",Approved,True,False,,,,23.37,2024-10-25,3818.21,21.0,Acknowledged
UW000314,Q013045,E0040,2025-02-07,58.8,10280.3,"$10,000-$24,999",Approved,True,False,,,,22.14,2025-02-08,10280.3,21.0,Sent
UW000315,Q009647,E0044,2024-12-05,45.0,890.18,"< $1,000",Approved,True,False,,,,17.79,2024-12-06,890.18,21.0,Sent
UW000316,Q032578,E0004,2026-01-11,56.4,2211.4,"$1,000-$2,499",Approved,False,True,REF06,Approved with Conditions,18.81,35.85,2026-01-13,2211.4,30.0,Acknowledged
UW000317,Q031093,E0044,2025-12-07,89.3,19093.62,"$10,000-$24,999",Approved,False,True,REF04,Approved,10.78,8.07,2025-12-08,19093.62,30.0,No Response
UW000318,Q013949,E0034,2025-02-07,87.4,35682.29,"$25,000-$49,999",Approved,False,True,REF02,Approved,16.26,4.45,2025-02-08,35682.29,21.0,Sent
UW000319,Q034008,E0004,2026-03-01,46.2,2289.84,"$1,000-$2,499",Approved,True,False,,,,13.0,2026-03-02,2289.84,21.0,Acknowledged
UW000320,Q033761,E0011,2026-01-16,49.2,1854.62,"$1,000-$2,499",Approved,True,False,,,,15.25,2026-01-17,1854.62,21.0,Sent
UW000321,Q020566,E0048,2025-06-26,80.0,27037.45,"$25,000-$49,999",Approved,False,True,REF05,Approved with Conditions,31.82,10.71,2025-06-28,27037.45,21.0,Acknowledged
UW000322,Q022290,E0011,2025-07-08,75.9,49914.68,"$25,000-$49,999",Approved,True,False,,,,13.41,2025-07-08,49914.68,30.0,Sent
UW000323,Q037439,E0008,2026-03-22,60.2,2415.32,"$1,000-$2,499",Approved,True,False,,,,10.66,2026-03-23,2415.32,14.0,Acknowledged
UW000324,Q022838,E0008,2025-08-22,69.7,65388.5,"$50,000+",Approved,False,True,REF08,Approved,16.21,3.14,2025-08-23,65388.5,30.0,Sent
UW000325,Q021155,E0047,2025-06-13,41.0,2710.61,"$2,500-$4,999",Approved,True,False,,,,5.57,2025-06-13,2710.61,30.0,Sent
UW000326,Q022379,E0007,2025-07-04,58.1,49321.14,"$25,000-$49,999",Approved,True,False,,,,8.82,2025-07-05,49321.14,30.0,Sent
UW000327,Q025673,E0046,2025-09-01,62.5,28010.77,"$25,000-$49,999",Approved,True,False,,,,1.51,2025-09-01,28010.77,21.0,Sent
UW000328,Q015838,E0047,2025-03-14,52.1,2920.44,"$2,500-$4,999",Approved,True,False,,,,5.28,2025-03-15,2920.44,21.0,No Response
UW000329,Q012174,E0007,2025-01-23,41.9,1668.73,"$1,000-$2,499",Approved,True,False,,,,1.58,2025-01-24,1668.73,21.0,Sent
UW000330,Q023246,E0002,2025-08-02,53.6,3442.6,"$2,500-$4,999",Approved,True,False,,,,27.02,2025-08-04,3442.6,14.0,Acknowledged
UW000331,Q008068,E0011,2024-11-03,60.3,2221.71,"$1,000-$2,499",Approved,True,False,,,,8.58,2024-11-03,2221.71,30.0,Sent
UW000332,Q008939,E0040,2024-12-29,62.3,21856.16,"$10,000-$24,999",Approved,True,False,,,,9.77,2024-12-29,21856.16,14.0,No Response
UW000333,Q015069,E0014,2025-03-25,64.3,2697.87,"$2,500-$4,999",Approved,True,False,,,,9.51,2025-03-25,2697.87,30.0,Acknowledged
UW000334,Q013962,E0011,2025-02-06,43.6,2513.51,"$2,500-$4,999",Approved,True,False,,,,8.53,2025-02-06,2513.51,45.0,Acknowledged
UW000335,Q036376,E0004,2026-03-06,62.5,36576.95,"$25,000-$49,999",Approved,False,True,REF10,Approved,53.9,12.37,2026-03-08,36576.95,30.0,No Response
UW000336,Q002399,E0008,2024-08-05,43.8,1702.5,"$1,000-$2,499",Approved,True,False,,,,24.69,2024-08-06,1702.5,21.0,Sent
UW000337,Q014022,E0046,2025-02-17,54.3,1439.92,"$1,000-$2,499",Approved,True,False,,,,11.82,2025-02-17,1439.92,45.0,Sent
UW000338,Q013107,E0007,2025-02-14,53.7,3824.93,"$2,500-$4,999",Approved,False,True,REF02,Approved,11.15,6.89,2025-02-15,3824.93,30.0,No Response
UW000339,Q031509,E0048,2025-12-10,84.4,20118.65,"$10,000-$24,999",Approved,False,True,REF10,Approved with Conditions,41.81,3.16,2025-12-12,20118.65,21.0,Sent
UW000340,Q024121,E0044,2025-09-29,52.2,2874.13,"$2,500-$4,999",Approved,True,False,,,,8.04,2025-09-30,2874.13,21.0,Sent
UW000341,Q002051,E0004,2024-07-01,48.5,1888.84,"$1,000-$2,499",Approved,True,False,,,,8.6,2024-07-01,1888.84,45.0,Acknowledged
